WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU01500201,Deventer                                ,Buurt     ,BU01500201,2355,542.0,2.4,24.0,400,980,2.7,3.0,450,585,370,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500301,Deventer                                ,Buurt     ,BU01500301,1145,10827.0,1.6,25.3,115,715,7.4,1.0,105,420,145,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500302,Deventer                                ,Buurt     ,BU01500302,2465,7458.0,2.5,28.1,425,1000,2.3,1.0,510,620,315,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500303,Deventer                                ,Buurt     ,BU01500303,1555,9493.0,2.0,22.6,235,790,7.7,1.0,260,490,200,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500304,Deventer                                ,Buurt     ,BU01500304,2915,8882.0,2.1,19.5,485,1420,12.9,2.0,505,880,390,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500305,Deventer                                ,Buurt     ,BU01500305,1620,2510.0,1.8,20.7,180,890,6.2,2.0,190,390,525,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500306,Deventer                                ,Buurt     ,BU01500306,2095,5145.0,1.7,22.4,250,1265,9.4,2.0,255,715,405,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500401,Deventer                                ,Buurt     ,BU01500401,2695,5797.0,2.1,18.3,455,1290,17.6,1.0,485,830,255,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500402,Deventer                                ,Buurt     ,BU01500402,1300,9402.0,2.2,25.5,210,605,6.7,1.0,265,405,150,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500403,Deventer                                ,Buurt     ,BU01500403,1180,8453.0,2.2,19.4,195,525,13.7,1.0,180,310,155,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500404,Deventer                                ,Buurt     ,BU01500404,1945,9125.0,1.7,22.5,240,1140,10.4,1.0,260,570,200,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500405,Deventer                                ,Buurt     ,BU01500405,1565,9082.0,1.8,19.5,205,870,15.1,1.0,225,510,195,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500406,Deventer                                ,Buurt     ,BU01500406,1890,1810.0,2.2,19.9,340,840,12.2,2.0,405,640,180,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500501,Deventer                                ,Buurt     ,BU01500501,3595,3284.0,1.9,21.4,475,1900,11.6,2.0,510,710,1130,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500502,Deventer                                ,Buurt     ,BU01500502,1700,2131.0,2.3,22.4,285,740,6.8,3.0,325,380,305,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500601,Deventer                                ,Buurt     ,BU01500601,2595,6773.0,1.7,21.0,310,1515,11.8,1.0,380,725,745,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500602,Deventer                                ,Buurt     ,BU01500602,1865,7851.0,1.9,17.3,265,960,14.4,1.0,295,555,360,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500603,Deventer                                ,Buurt     ,BU01500603,1410,3427.0,2.4,31.4,215,575,1.9,2.0,260,395,240,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500604,Deventer                                ,Buurt     ,BU01500604,2475,6244.0,1.9,18.3,375,1325,12.0,2.0,410,670,500,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500605,Deventer                                ,Buurt     ,BU01500605,1955,3859.0,2.0,17.9,265,880,14.5,2.0,310,550,475,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500701,Deventer                                ,Buurt     ,BU01500701,1110,4119.0,2.4,15.3,190,460,15.9,2.0,185,285,140,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500702,Deventer                                ,Buurt     ,BU01500702,2815,6458.0,2.0,17.2,410,1420,14.3,3.0,480,1105,200,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU01500703,Deventer                                ,Buurt     ,BU01500703,470,2532.0,2.0,32.0,55,220,4.3,1.0,80,195,65,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500801,Deventer                                ,Buurt     ,BU01500801,2400,8921.0,2.3,20.3,430,1025,5.5,2.0,475,725,210,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500802,Deventer                                ,Buurt     ,BU01500802,2170,5168.0,2.4,23.3,355,875,3.7,2.0,400,465,405,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500803,Deventer                                ,Buurt     ,BU01500803,1645,5667.0,2.6,21.4,315,640,5.4,3.0,345,460,140,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500901,Deventer                                ,Buurt     ,BU01500901,3095,3972.0,2.7,26.1,595,1135,2.1,3.0,660,620,295,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500902,Deventer                                ,Buurt     ,BU01500902,1850,6236.0,2.6,24.0,330,710,2.3,3.0,410,445,235,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01500903,Deventer                                ,Buurt     ,BU01500903,450,1690.0,2.8,46.4,75,160,0.6,4.0,55,20,65,5,Stedelijke Buurten,Buurten met hoge bevolkingsdichtheid en diverse leeftijdsopbouw en gemiddelde inkomens.
BU01500904,Deventer                                ,Buurt     ,BU01500904,2145,4584.0,2.8,24.8,430,755,1.5,3.0,560,595,180,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500905,Deventer                                ,Buurt     ,BU01500905,2170,4185.0,2.9,24.3,440,740,2.7,3.0,615,745,65,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01500906,Deventer                                ,Buurt     ,BU01500906,2810,7117.0,3.1,25.2,600,890,2.2,4.0,850,855,150,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01501001,Deventer                                ,Buurt     ,BU01501001,325,794.0,2.4,28.4,45,135,5.3,4.0,40,45,55,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01501002,Deventer                                ,Buurt     ,BU01501002,1175,2302.0,1.9,28.2,95,565,2.1,3.0,80,135,575,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01501004,Deventer                                ,Buurt     ,BU01501004,2365,5334.0,2.2,23.6,370,1075,5.6,3.0,335,490,440,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01501005,Deventer                                ,Buurt     ,BU01501005,965,6759.0,2.3,22.6,155,400,5.0,3.0,145,230,135,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01501006,Deventer                                ,Buurt     ,BU01501006,1460,3939.0,2.3,23.3,240,625,5.5,3.0,220,275,260,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01501007,Deventer                                ,Buurt     ,BU01501007,1365,5022.0,2.4,29.6,220,565,2.5,3.0,220,255,240,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU01501008,Deventer                                ,Buurt     ,BU01501008,1585,3713.0,2.6,26.4,305,600,1.8,4.0,295,355,175,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01501101,Deventer                                ,Buurt     ,BU01501101,4300,906.0,2.3,30.0,630,1820,3.5,4.0,650,605,1210,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01501201,Deventer                                ,Buurt     ,BU01501201,5140,1404.0,2.5,27.1,810,1950,3.4,4.0,1100,1170,1035,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU01501202,Deventer                                ,Buurt     ,BU01501202,470,32.0,2.7,27.6,80,175,6.1,5.0,60,75,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01501301,Deventer                                ,Buurt     ,BU01501301,295,269.0,2.3,22.7,45,125,8.1,5.0,55,60,55,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01501401,Deventer                                ,Buurt     ,BU01501401,605,727.0,2.6,23.2,100,230,2.6,5.0,105,100,90,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01501403,Deventer                                ,Buurt     ,BU01501403,950,35.0,2.7,24.2,155,345,6.5,5.0,120,150,150,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01501501,Deventer                                ,Buurt     ,BU01501501,4415,1281.0,2.4,26.0,695,1805,3.0,4.0,770,855,1075,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU01501502,Deventer                                ,Buurt     ,BU01501502,675,55.0,2.4,29.5,95,280,3.9,5.0,90,95,165,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01501504,Deventer                                ,Buurt     ,BU01501504,265,40.0,2.5,25.5,35,105,7.6,5.0,40,40,60,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03840001,Diemen                                  ,Buurt     ,BU03840001,995,6208.0,2.5,26.8,190,400,4.7,1.0,220,265,135,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840002,Diemen                                  ,Buurt     ,BU03840002,1225,7014.0,2.3,27.1,215,540,2.2,1.0,225,360,160,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840003,Diemen                                  ,Buurt     ,BU03840003,655,5675.0,2.2,26.0,120,300,7.3,1.0,105,190,70,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840004,Diemen                                  ,Buurt     ,BU03840004,1360,9780.0,2.1,23.3,230,650,10.9,1.0,210,370,200,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840005,Diemen                                  ,Buurt     ,BU03840005,1250,10243.0,2.4,25.3,225,520,9.4,1.0,245,330,165,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840006,Diemen                                  ,Buurt     ,BU03840006,840,11280.0,1.8,17.1,95,395,19.0,1.0,115,130,390,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840007,Diemen                                  ,Buurt     ,BU03840007,870,6777.0,2.2,26.3,150,390,9.4,1.0,150,210,145,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840008,Diemen                                  ,Buurt     ,BU03840008,440,5775.0,2.7,31.8,90,165,0.0,1.0,80,95,65,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840009,Diemen                                  ,Buurt     ,BU03840009,745,4160.0,3.0,35.4,170,245,1.2,2.0,250,355,10,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03840011,Diemen                                  ,Buurt     ,BU03840011,1530,1974.0,1.1,12.1,15,1440,10.1,1.0,20,590,0,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840113,Diemen                                  ,Buurt     ,BU03840113,375,96.0,3.1,36.4,85,120,0.8,3.0,115,90,30,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03840114,Diemen                                  ,Buurt     ,BU03840114,1465,7832.0,1.9,25.3,225,755,9.0,1.0,245,425,260,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840115,Diemen                                  ,Buurt     ,BU03840115,1950,8435.0,2.0,27.4,300,940,6.4,1.0,295,545,325,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840116,Diemen                                  ,Buurt     ,BU03840116,2555,7610.0,1.9,28.7,340,1360,6.1,1.0,345,720,595,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840117,Diemen                                  ,Buurt     ,BU03840117,2540,9782.0,1.9,21.3,395,1320,10.0,2.0,365,690,440,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840118,Diemen                                  ,Buurt     ,BU03840118,790,17581.0,1.2,9.3,20,680,15.0,2.0,20,210,0,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840219,Diemen                                  ,Buurt     ,BU03840219,315,793.0,2.1,24.3,45,150,5.0,2.0,35,50,90,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840220,Diemen                                  ,Buurt     ,BU03840220,315,2477.0,1.9,17.0,55,165,21.2,2.0,45,60,80,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03840222,Diemen                                  ,Buurt     ,BU03840222,1985,3977.0,2.4,33.4,355,825,3.2,3.0,285,425,280,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03840223,Diemen                                  ,Buurt     ,BU03840223,2740,9311.0,2.1,26.9,480,1280,8.7,3.0,405,580,600,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03840224,Diemen                                  ,Buurt     ,BU03840224,2115,6228.0,2.4,33.4,400,880,3.8,3.0,330,460,245,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU17741010,Dinkelland                              ,Buurt     ,BU17741010,765,3118.0,1.9,22.8,85,375,7.6,4.0,100,210,225,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741011,Dinkelland                              ,Buurt     ,BU17741011,1150,2267.0,2.2,22.0,150,495,3.3,4.0,165,230,395,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741012,Dinkelland                              ,Buurt     ,BU17741012,315,1516.0,2.3,26.7,40,130,3.1,4.0,50,60,115,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741013,Dinkelland                              ,Buurt     ,BU17741013,265,865.0,1.9,26.6,25,130,3.8,4.0,20,15,130,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741014,Dinkelland                              ,Buurt     ,BU17741014,1855,3738.0,2.3,22.3,260,820,5.4,4.0,250,325,565,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741015,Dinkelland                              ,Buurt     ,BU17741015,2165,4681.0,2.5,23.2,400,855,5.1,4.0,285,410,220,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17741017,Dinkelland                              ,Buurt     ,BU17741017,445,1780.0,2.6,22.2,70,165,1.2,4.0,55,70,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
